orders_all_statuses,delivered_orders,delivered_items,merchandise_gmv_brl,freight_value_brl,average_order_gmv_brl,average_delivery_days,late_delivery_rate,average_review_score,low_review_rate,unique_customers,repeat_customers,repeat_customer_rate,orders_from_repeat_customers_rate,review_coverage,purchase_date_min,purchase_date_max
99441,96470,110189,13220248.93,2198145.8999999994,137.0400013475692,12.558217098051976,0.06773090079817559,4.155879529136751,0.12721053177153518,93350,2801,0.030005356186395285,0.061376593759718046,0.993303617704986,2016-09-15T12:16:38,2018-08-29T15:00:37
